deal_id,property_id,listing_agent_id,buyer_agent_id,office_id,side,status,list_date,contract_date,close_date,cancellation_date,stage_at_cancellation,sale_price,commission_rate,agent_split,gci,lead_source,title_vendor,lender,escrow_company,has_home_warranty
DEAL-10212,PRP-10212,AGT-0435,AGT-0290,OFF-006,buyer,closed,2024-01-05,2024-01-22,2024-03-04,,,219650.65,0.0481,0.87,9191.72,social_media,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-10213,PRP-10213,AGT-0481,AGT-0014,OFF-016,dual,closed,2024-10-07,2024-12-18,2025-02-01,,,305246.29,0.0454,0.69,9562.15,sphere,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10214,PRP-10214,AGT-0120,AGT-0184,OFF-014,listing,closed,2026-01-21,2026-03-29,2026-05-24,,,890409.97,0.0569,0.62,31411.88,brokerage_lead,First American Title,Chase,Chicago Title Escrow,True
DEAL-10215,PRP-10215,AGT-0322,AGT-0016,OFF-012,dual,closed,2026-02-09,2026-04-16,2026-05-31,,,242573.58,0.0526,0.6,7655.62,sphere,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-10216,PRP-10216,AGT-0169,AGT-0204,OFF-013,listing,closed,2024-05-02,2024-07-26,2024-09-04,,,224202.98,0.0527,0.86,10161.33,open_house,First American Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-10217,PRP-10217,AGT-0376,AGT-0300,OFF-007,listing,cancelled,2024-05-27,2024-07-04,,2024-08-09,Appraisal,,0.0579,0.87,,social_media,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-10218,PRP-10218,AGT-0102,AGT-0266,OFF-024,dual,closed,2025-07-13,2025-09-03,2025-09-20,,,324991.21,0.0487,0.68,10762.41,referral,First American Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-10219,PRP-10219,AGT-0452,AGT-0281,OFF-024,dual,closed,2025-03-01,2025-03-22,2025-05-05,,,275922.18,0.0549,0.61,9240.36,realtor_com,First American Title,Bank of America,In-House Escrow,True
DEAL-10220,PRP-10220,AGT-0400,AGT-0043,OFF-023,buyer,listed,2025-04-20,,,,,,0.057,0.7,,open_house,Stewart Title,US Bank,Chicago Title Escrow,True
DEAL-10221,PRP-10221,AGT-0331,AGT-0134,OFF-007,buyer,closed,2024-12-28,2025-01-09,2025-01-29,,,250996.84,0.0499,0.68,8516.82,referral,Stewart Title,Bank of America,In-House Escrow,True
DEAL-10222,PRP-10222,AGT-0479,AGT-0335,OFF-016,listing,closed,2024-05-03,2024-06-15,2024-07-12,,,210490.45,0.057,0.74,8878.49,open_house,In-House Title,US Bank,Chicago Title Escrow,False
DEAL-10223,PRP-10223,AGT-0343,AGT-0010,OFF-015,buyer,listed,2024-05-22,,,,,,0.0555,0.68,,social_media,Fidelity National,Cash / Unknown,Chicago Title Escrow,False
DEAL-10224,PRP-10224,AGT-0460,AGT-0464,OFF-009,dual,appraisal,2026-02-20,2026-03-30,,,,577760.3,0.0504,0.72,,sign_call,Stewart Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-10225,PRP-10225,AGT-0161,AGT-0406,OFF-018,listing,closed,2024-11-06,2025-01-04,2025-02-11,,,512644.23,0.0495,0.75,19031.92,social_media,In-House Title,Bank of America,Chicago Title Escrow,False
DEAL-10226,PRP-10226,AGT-0152,AGT-0454,OFF-013,dual,title,2024-04-03,2024-04-28,,,,194894.53,0.0496,0.68,,sign_call,In-House Title,Cash / Unknown,Old Republic Escrow,True
DEAL-10227,PRP-10227,AGT-0029,AGT-0167,OFF-018,buyer,closed,2025-05-13,2025-05-27,2025-07-19,,,489715.89,0.0553,0.66,17873.65,open_house,First American Title,Cash / Unknown,In-House Escrow,False
DEAL-10228,PRP-10228,AGT-0109,AGT-0287,OFF-011,buyer,inspection,2025-07-08,2025-07-20,,,,183800.68,0.0498,0.78,,past_client,In-House Title,US Bank,Old Republic Escrow,True
DEAL-10229,PRP-10229,AGT-0253,AGT-0141,OFF-002,listing,closed,2025-01-15,2025-03-23,2025-05-15,,,179442.82,0.0469,0.68,5722.79,social_media,Fidelity National,Chase,Chicago Title Escrow,True
DEAL-10230,PRP-10230,AGT-0323,AGT-0446,OFF-001,listing,closed,2024-12-26,2025-02-03,2025-03-21,,,885361.29,0.0601,0.65,34586.64,sign_call,First American Title,Wells Fargo,Old Republic Escrow,False
DEAL-10231,PRP-10231,AGT-0465,AGT-0094,OFF-018,listing,financing,2024-12-15,2025-03-07,,,,418133.34,0.0616,0.69,,zillow,In-House Title,Chase,Chicago Title Escrow,True
DEAL-10232,PRP-10232,AGT-0197,AGT-0018,OFF-001,buyer,listed,2025-08-19,,,,,,0.0483,0.72,,sign_call,In-House Title,Bank of America,In-House Escrow,False
DEAL-10233,PRP-10233,AGT-0268,AGT-0337,OFF-018,listing,financing,2025-11-13,2026-01-21,,,,359997.58,0.0473,0.74,,brokerage_lead,Fidelity National,Wells Fargo,In-House Escrow,False
DEAL-10234,PRP-10234,AGT-0409,AGT-0466,OFF-015,buyer,closed,2025-05-14,2025-06-01,2025-07-07,,,217922.13,0.0596,0.71,9221.59,zillow,Stewart Title,US Bank,In-House Escrow,True
DEAL-10235,PRP-10235,AGT-0125,AGT-0283,OFF-020,buyer,closed,2025-03-19,2025-05-11,2025-07-09,,,253092.61,0.0583,0.73,10771.37,zillow,In-House Title,Wells Fargo,Old Republic Escrow,False
DEAL-10236,PRP-10236,AGT-0159,AGT-0284,OFF-007,listing,closed,2025-06-14,2025-09-08,2025-09-22,,,193800.8,0.0516,0.88,8800.11,referral,Fidelity National,Cash / Unknown,Chicago Title Escrow,True
DEAL-10237,PRP-10237,AGT-0128,AGT-0035,OFF-025,buyer,cancelled,2024-07-24,2024-08-25,,2024-10-28,Financing,,0.0628,0.78,,realtor_com,Stewart Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10238,PRP-10238,AGT-0176,AGT-0039,OFF-022,listing,closed,2024-04-15,2024-06-18,2024-08-03,,,444086.97,0.0465,0.67,13835.53,zillow,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-10239,PRP-10239,AGT-0417,AGT-0479,OFF-006,buyer,closed,2025-08-11,2025-11-02,2025-12-09,,,261661.3,0.0547,0.74,10591.53,brokerage_lead,Stewart Title,Bank of America,In-House Escrow,False
DEAL-10240,PRP-10240,AGT-0441,AGT-0074,OFF-020,buyer,closed,2024-12-06,2025-02-11,2025-03-07,,,363621.59,0.0614,0.75,16744.77,realtor_com,In-House Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-10241,PRP-10241,AGT-0068,AGT-0487,OFF-007,listing,under_contract,2025-09-02,2025-11-07,,,,416996.59,0.0586,0.72,,past_client,Fidelity National,US Bank,Old Republic Escrow,True
DEAL-10242,PRP-10242,AGT-0496,AGT-0341,OFF-001,buyer,closed,2024-09-30,2024-11-21,2024-12-31,,,424712.57,0.0638,0.75,20322.5,zillow,Stewart Title,Wells Fargo,Chicago Title Escrow,True
DEAL-10243,PRP-10243,AGT-0468,AGT-0328,OFF-019,dual,closed,2025-08-08,2025-10-01,2025-11-11,,,168004.18,0.0504,0.8,6773.93,sphere,In-House Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-10244,PRP-10244,AGT-0082,AGT-0368,OFF-009,listing,closed,2024-01-25,2024-02-16,2024-03-30,,,370294.66,0.0498,0.68,12539.66,realtor_com,In-House Title,Wells Fargo,In-House Escrow,True
DEAL-10245,PRP-10245,AGT-0276,AGT-0405,OFF-006,buyer,under_contract,2024-06-08,2024-07-23,,,,354893.0,0.047,0.67,,sphere,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-10246,PRP-10246,AGT-0439,AGT-0176,OFF-009,listing,closed,2026-02-20,2026-04-11,2026-05-19,,,863366.22,0.046,0.7,27800.39,referral,Stewart Title,Chase,Chicago Title Escrow,False
DEAL-10247,PRP-10247,AGT-0217,AGT-0256,OFF-018,listing,closed,2025-04-22,2025-05-28,2025-06-27,,,258360.67,0.0569,0.77,11319.56,brokerage_lead,Fidelity National,US Bank,Old Republic Escrow,True
DEAL-10248,PRP-10248,AGT-0350,AGT-0288,OFF-001,dual,under_contract,2024-08-10,2024-08-16,,,,380074.51,0.0583,0.61,,sphere,In-House Title,Rocket Mortgage,In-House Escrow,False
DEAL-10249,PRP-10249,AGT-0106,AGT-0276,OFF-009,dual,closed,2025-01-24,2025-04-02,2025-05-28,,,171193.4,0.057,0.73,7123.36,realtor_com,Stewart Title,Chase,In-House Escrow,False
DEAL-10250,PRP-10250,AGT-0346,AGT-0049,OFF-007,listing,closed,2025-10-29,2025-12-14,2026-01-31,,,466421.09,0.0532,0.73,18113.93,open_house,In-House Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-10251,PRP-10251,AGT-0460,AGT-0343,OFF-009,dual,cancelled,2026-02-20,2026-05-12,,2026-06-05,Contract,,0.0478,0.72,,sphere,Fidelity National,Wells Fargo,Chicago Title Escrow,False
DEAL-10252,PRP-10252,AGT-0072,AGT-0134,OFF-017,buyer,closed,2024-03-01,2024-04-30,2024-05-31,,,911112.1,0.0527,0.68,32650.61,past_client,First American Title,Chase,Chicago Title Escrow,True
DEAL-10253,PRP-10253,AGT-0231,AGT-0139,OFF-024,buyer,appraisal,2025-01-03,2025-01-19,,,,234606.62,0.0609,0.67,,brokerage_lead,Stewart Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10254,PRP-10254,AGT-0276,AGT-0421,OFF-006,dual,closed,2025-07-26,2025-08-07,2025-09-16,,,383501.44,0.047,0.65,11715.97,zillow,First American Title,Chase,In-House Escrow,True
DEAL-10255,PRP-10255,AGT-0466,AGT-0493,OFF-008,buyer,cancelled,2024-06-13,2024-07-18,,2024-09-15,Financing,,0.0494,0.74,,past_client,In-House Title,Bank of America,Old Republic Escrow,True
DEAL-10256,PRP-10256,AGT-0309,AGT-0019,OFF-002,listing,closed,2026-02-20,2026-03-21,2026-04-09,,,379125.23,0.05,0.72,13648.51,social_media,First American Title,Wells Fargo,In-House Escrow,False
DEAL-10257,PRP-10257,AGT-0082,AGT-0048,OFF-009,buyer,appraisal,2024-02-29,2024-05-10,,,,245336.45,0.0531,0.73,,zillow,Stewart Title,Chase,In-House Escrow,False
DEAL-10258,PRP-10258,AGT-0112,AGT-0482,OFF-005,listing,closed,2026-02-20,2026-05-17,2026-06-30,,,158085.25,0.056,0.73,6462.53,realtor_com,Fidelity National,Bank of America,Old Republic Escrow,True
DEAL-10259,PRP-10259,AGT-0318,AGT-0335,OFF-009,dual,inspection,2025-11-17,2025-12-06,,,,195345.66,0.0532,0.68,,realtor_com,First American Title,Chase,In-House Escrow,False
DEAL-10260,PRP-10260,AGT-0048,AGT-0162,OFF-025,dual,closed,2025-11-09,2025-12-10,2026-02-06,,,307232.54,0.0533,0.73,11954.11,zillow,First American Title,Bank of America,In-House Escrow,False
DEAL-10261,PRP-10261,AGT-0301,AGT-0262,OFF-008,listing,cancelled,2024-06-23,2024-09-13,,2024-10-28,Financing,,0.0469,0.79,,realtor_com,Stewart Title,US Bank,Old Republic Escrow,True
DEAL-10262,PRP-10262,AGT-0385,AGT-0446,OFF-009,dual,closed,2024-04-23,2024-06-11,2024-08-10,,,218400.22,0.0643,0.73,10251.49,past_client,Fidelity National,Cash / Unknown,In-House Escrow,True
DEAL-10263,PRP-10263,AGT-0197,AGT-0393,OFF-001,listing,closed,2024-04-17,2024-07-01,2024-08-11,,,417459.86,0.0636,0.6,15930.27,brokerage_lead,In-House Title,US Bank,In-House Escrow,True
DEAL-10264,PRP-10264,AGT-0479,AGT-0111,OFF-016,buyer,closed,2026-01-12,2026-02-14,2026-04-08,,,404351.82,0.0614,0.81,20110.03,sphere,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-10265,PRP-10265,AGT-0046,AGT-0497,OFF-006,listing,appraisal,2026-02-20,2026-04-12,,,,375290.26,0.0494,0.68,,realtor_com,Fidelity National,Wells Fargo,Old Republic Escrow,False
DEAL-10266,PRP-10266,AGT-0040,AGT-0108,OFF-018,buyer,closed,2024-06-27,2024-08-05,2024-08-22,,,198824.18,0.064,0.75,9543.56,referral,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-10267,PRP-10267,AGT-0341,AGT-0266,OFF-003,dual,closed,2026-02-20,2026-05-13,2026-06-14,,,359501.11,0.0601,0.75,16204.51,referral,Stewart Title,Cash / Unknown,In-House Escrow,False
DEAL-10268,PRP-10268,AGT-0117,AGT-0199,OFF-006,listing,closed,2026-02-20,2026-04-08,2026-06-25,,,177070.29,0.0547,0.78,7554.88,sign_call,Fidelity National,Wells Fargo,Old Republic Escrow,True
DEAL-10269,PRP-10269,AGT-0070,AGT-0058,OFF-001,buyer,closed,2026-02-20,2026-03-20,2026-04-14,,,162804.04,0.0457,0.66,4910.5,sign_call,In-House Title,Chase,Chicago Title Escrow,True
DEAL-10270,PRP-10270,AGT-0084,AGT-0214,OFF-012,listing,closed,2024-02-10,2024-04-19,2024-06-12,,,488176.57,0.0576,0.75,21089.23,zillow,Fidelity National,Rocket Mortgage,Chicago Title Escrow,True
DEAL-10271,PRP-10271,AGT-0202,AGT-0008,OFF-025,dual,closed,2025-12-22,2026-03-22,2026-05-15,,,313236.14,0.0506,0.79,12521.3,realtor_com,Stewart Title,Wells Fargo,In-House Escrow,False
DEAL-10272,PRP-10272,AGT-0420,AGT-0014,OFF-003,listing,closed,2024-05-30,2024-08-13,2024-09-20,,,618686.93,0.0641,0.81,32122.84,zillow,In-House Title,Bank of America,In-House Escrow,True
DEAL-10273,PRP-10273,AGT-0116,AGT-0205,OFF-020,buyer,closed,2025-03-29,2025-05-06,2025-06-20,,,235782.55,0.0594,0.69,9663.78,zillow,Stewart Title,Bank of America,Chicago Title Escrow,True
DEAL-10274,PRP-10274,AGT-0468,AGT-0306,OFF-019,buyer,closed,2026-02-20,2026-03-11,2026-04-10,,,710118.83,0.0588,0.64,26723.19,sphere,In-House Title,Chase,In-House Escrow,True
DEAL-10275,PRP-10275,AGT-0402,AGT-0071,OFF-004,dual,closed,2026-02-18,2026-05-07,2026-06-05,,,293307.12,0.0589,0.64,11056.51,sphere,In-House Title,US Bank,Chicago Title Escrow,True
DEAL-10276,PRP-10276,AGT-0279,AGT-0336,OFF-020,listing,inspection,2025-05-22,2025-06-08,,,,338528.14,0.053,0.66,,sphere,First American Title,Chase,Chicago Title Escrow,False
DEAL-10277,PRP-10277,AGT-0362,AGT-0498,OFF-005,listing,closed,2024-06-13,2024-09-03,2024-10-05,,,388782.57,0.0584,0.61,13849.99,social_media,Fidelity National,Chase,In-House Escrow,False
DEAL-10278,PRP-10278,AGT-0009,AGT-0246,OFF-014,buyer,closed,2025-09-05,2025-10-23,2025-11-27,,,250285.26,0.049,0.76,9320.62,open_house,First American Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-10279,PRP-10279,AGT-0234,AGT-0409,OFF-013,buyer,pending_close,2024-10-19,2024-12-20,,,,203797.84,0.0637,0.64,,referral,In-House Title,Bank of America,In-House Escrow,False
DEAL-10280,PRP-10280,AGT-0236,AGT-0323,OFF-019,listing,appraisal,2024-07-28,2024-09-09,,,,217757.02,0.0564,0.6,,referral,Fidelity National,Wells Fargo,In-House Escrow,False
DEAL-10281,PRP-10281,AGT-0211,AGT-0463,OFF-019,dual,inspection,2024-08-26,2024-09-29,,,,515388.26,0.051,0.72,,realtor_com,In-House Title,Chase,In-House Escrow,True
DEAL-10282,PRP-10282,AGT-0161,AGT-0054,OFF-018,buyer,closed,2025-06-23,2025-07-07,2025-08-09,,,266839.31,0.057,0.77,11711.58,social_media,Fidelity National,Chase,In-House Escrow,False
DEAL-10283,PRP-10283,AGT-0012,AGT-0217,OFF-002,listing,closed,2024-05-26,2024-08-20,2024-10-03,,,208502.68,0.0511,0.72,7671.23,sign_call,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-10284,PRP-10284,AGT-0388,AGT-0282,OFF-008,buyer,closed,2025-06-24,2025-09-13,2025-11-05,,,328288.44,0.0468,0.63,9679.26,sign_call,Stewart Title,Chase,In-House Escrow,False
DEAL-10285,PRP-10285,AGT-0301,AGT-0339,OFF-008,buyer,closed,2024-04-15,2024-05-25,2024-06-24,,,197149.23,0.0617,0.75,9123.08,zillow,First American Title,Wells Fargo,In-House Escrow,True
DEAL-10286,PRP-10286,AGT-0259,AGT-0474,OFF-015,listing,closed,2025-02-16,2025-03-30,2025-04-20,,,400442.02,0.0592,0.8,18964.93,realtor_com,Stewart Title,Wells Fargo,In-House Escrow,False
DEAL-10287,PRP-10287,AGT-0405,AGT-0355,OFF-025,listing,cancelled,2024-09-02,2024-10-24,,2025-01-01,Title,,0.0624,0.67,,brokerage_lead,Stewart Title,Cash / Unknown,Old Republic Escrow,True
DEAL-10288,PRP-10288,AGT-0126,AGT-0393,OFF-019,buyer,pending_close,2026-02-20,2026-03-07,,,,144423.61,0.0528,0.75,,brokerage_lead,First American Title,Bank of America,In-House Escrow,False
DEAL-10289,PRP-10289,AGT-0071,AGT-0288,OFF-025,listing,closed,2024-11-21,2024-12-23,2025-01-26,,,201110.67,0.0513,0.87,8975.77,referral,First American Title,Chase,In-House Escrow,True
DEAL-10290,PRP-10290,AGT-0488,AGT-0251,OFF-006,listing,closed,2025-05-01,2025-06-04,2025-07-08,,,222582.81,0.0642,0.69,9859.97,referral,Stewart Title,Wells Fargo,Chicago Title Escrow,False
DEAL-10291,PRP-10291,AGT-0109,AGT-0297,OFF-011,buyer,closed,2025-06-25,2025-07-03,2025-08-20,,,344815.82,0.0579,0.76,15173.28,realtor_com,Stewart Title,US Bank,In-House Escrow,False
DEAL-10292,PRP-10292,AGT-0475,AGT-0017,OFF-016,dual,financing,2024-09-12,2024-10-30,,,,358513.05,0.0624,0.75,,past_client,Fidelity National,Rocket Mortgage,Old Republic Escrow,False
DEAL-10293,PRP-10293,AGT-0194,AGT-0324,OFF-019,buyer,closed,2024-05-06,2024-05-18,2024-06-19,,,453943.22,0.0588,0.67,17883.55,open_house,In-House Title,US Bank,Chicago Title Escrow,False
DEAL-10294,PRP-10294,AGT-0079,AGT-0463,OFF-003,dual,closed,2024-08-14,2024-09-18,2024-10-25,,,245288.65,0.0517,0.74,9384.25,sign_call,Stewart Title,Cash / Unknown,In-House Escrow,True
DEAL-10295,PRP-10295,AGT-0262,AGT-0104,OFF-024,dual,inspection,2026-02-20,2026-04-30,,,,240870.96,0.0543,0.73,,brokerage_lead,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10296,PRP-10296,AGT-0094,AGT-0278,OFF-009,dual,under_contract,2026-02-20,2026-04-04,,,,419670.26,0.0542,0.61,,realtor_com,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10297,PRP-10297,AGT-0487,AGT-0323,OFF-009,buyer,closed,2024-03-08,2024-05-04,2024-06-11,,,490425.46,0.0518,0.65,16512.63,sign_call,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10298,PRP-10298,AGT-0409,AGT-0372,OFF-015,listing,closed,2025-09-26,2025-11-24,2025-12-26,,,232406.1,0.0452,0.64,6723.04,sign_call,Fidelity National,Cash / Unknown,Chicago Title Escrow,False
DEAL-10299,PRP-10299,AGT-0245,AGT-0458,OFF-006,listing,closed,2024-02-03,2024-04-02,2024-05-24,,,158223.4,0.0486,0.71,5459.66,sign_call,First American Title,US Bank,Old Republic Escrow,False
DEAL-10300,PRP-10300,AGT-0160,AGT-0054,OFF-024,listing,closed,2025-05-01,2025-06-30,2025-07-29,,,267744.7,0.0626,0.77,12905.83,past_client,Stewart Title,Chase,In-House Escrow,True
DEAL-10301,PRP-10301,AGT-0456,AGT-0078,OFF-022,listing,pending_close,2026-02-20,2026-03-08,,,,172239.76,0.0621,0.71,,brokerage_lead,Stewart Title,Cash / Unknown,In-House Escrow,False
DEAL-10302,PRP-10302,AGT-0125,AGT-0390,OFF-020,dual,closed,2026-02-20,2026-02-27,2026-04-06,,,472748.78,0.0592,0.8,22389.38,referral,In-House Title,Cash / Unknown,In-House Escrow,True
DEAL-10303,PRP-10303,AGT-0361,AGT-0152,OFF-017,dual,closed,2025-02-06,2025-04-21,2025-05-12,,,352092.97,0.061,0.7,15034.37,social_media,Stewart Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10304,PRP-10304,AGT-0014,AGT-0404,OFF-021,listing,closed,2024-07-22,2024-08-17,2024-10-20,,,254742.82,0.0472,0.78,9378.61,past_client,First American Title,Wells Fargo,In-House Escrow,False
DEAL-10305,PRP-10305,AGT-0472,AGT-0397,OFF-019,listing,closed,2025-03-21,2025-04-21,2025-06-21,,,339901.61,0.0571,0.75,14556.29,zillow,Stewart Title,Chase,In-House Escrow,False
DEAL-10306,PRP-10306,AGT-0386,AGT-0377,OFF-025,dual,closed,2024-02-15,2024-04-20,2024-05-29,,,1106275.33,0.0508,0.66,37091.2,brokerage_lead,Fidelity National,US Bank,Old Republic Escrow,False
DEAL-10307,PRP-10307,AGT-0023,AGT-0401,OFF-017,buyer,cancelled,2024-12-25,2025-02-05,,2025-03-26,Inspection,,0.0522,0.61,,past_client,Fidelity National,Chase,Old Republic Escrow,False
DEAL-10308,PRP-10308,AGT-0035,AGT-0471,OFF-012,dual,closed,2025-08-15,2025-08-24,2025-09-16,,,234913.38,0.0562,0.78,10297.66,realtor_com,Stewart Title,Wells Fargo,Old Republic Escrow,True
DEAL-10309,PRP-10309,AGT-0180,AGT-0167,OFF-007,listing,closed,2025-04-19,2025-06-10,2025-07-11,,,286242.07,0.0559,0.83,13280.77,zillow,Fidelity National,Wells Fargo,Chicago Title Escrow,False
DEAL-10310,PRP-10310,AGT-0127,AGT-0034,OFF-008,dual,inspection,2024-02-01,2024-02-25,,,,454402.07,0.0468,0.61,,past_client,Fidelity National,Wells Fargo,Old Republic Escrow,True
DEAL-10311,PRP-10311,AGT-0216,AGT-0427,OFF-002,dual,closed,2026-02-20,2026-03-27,2026-05-02,,,327593.62,0.0578,0.8,15147.93,social_media,Stewart Title,Bank of America,Chicago Title Escrow,False
DEAL-10312,PRP-10312,AGT-0031,AGT-0047,OFF-021,listing,title,2025-07-14,2025-07-21,,,,534193.03,0.0539,0.71,,zillow,In-House Title,Wells Fargo,In-House Escrow,False
DEAL-10313,PRP-10313,AGT-0014,AGT-0040,OFF-021,listing,closed,2025-06-24,2025-07-31,2025-09-02,,,536522.57,0.0467,0.78,19543.37,realtor_com,Stewart Title,Wells Fargo,Old Republic Escrow,True
DEAL-10314,PRP-10314,AGT-0455,AGT-0030,OFF-022,listing,title,2026-01-10,2026-02-22,,,,245596.23,0.0525,0.78,,sphere,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-10315,PRP-10315,AGT-0247,AGT-0002,OFF-013,listing,pending_close,2025-06-09,2025-07-24,,,,286846.48,0.0506,0.86,,past_client,In-House Title,Wells Fargo,In-House Escrow,True
DEAL-10316,PRP-10316,AGT-0486,AGT-0012,OFF-023,dual,under_contract,2025-05-21,2025-07-10,,,,352718.97,0.0558,0.79,,sphere,In-House Title,Chase,Chicago Title Escrow,False
DEAL-10317,PRP-10317,AGT-0487,AGT-0438,OFF-009,buyer,closed,2024-10-19,2024-12-16,2025-01-15,,,219257.55,0.0635,0.78,10859.83,past_client,Fidelity National,Chase,Old Republic Escrow,False
DEAL-10318,PRP-10318,AGT-0073,AGT-0466,OFF-004,dual,closed,2024-02-21,2024-03-13,2024-05-05,,,103465.72,0.0489,0.6,3035.68,sphere,Stewart Title,Wells Fargo,In-House Escrow,False
DEAL-10319,PRP-10319,AGT-0144,AGT-0156,OFF-008,listing,closed,2026-02-20,2026-04-30,2026-06-27,,,316067.65,0.0533,0.74,12466.34,sign_call,In-House Title,Chase,Old Republic Escrow,True
DEAL-10320,PRP-10320,AGT-0474,AGT-0456,OFF-007,listing,closed,2025-07-11,2025-08-21,2025-09-22,,,379271.95,0.0583,0.72,15920.32,open_house,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10321,PRP-10321,AGT-0308,AGT-0055,OFF-010,buyer,closed,2024-01-08,2024-03-24,2024-04-30,,,266573.09,0.0628,0.65,10881.51,referral,In-House Title,US Bank,In-House Escrow,False
DEAL-10322,PRP-10322,AGT-0320,AGT-0449,OFF-004,listing,closed,2024-09-28,2024-11-23,2024-12-09,,,232961.66,0.0484,0.61,6877.96,brokerage_lead,First American Title,US Bank,In-House Escrow,False
DEAL-10323,PRP-10323,AGT-0340,AGT-0498,OFF-021,listing,closed,2025-06-04,2025-07-15,2025-08-19,,,1029574.18,0.0615,0.75,47489.11,social_media,First American Title,Wells Fargo,Chicago Title Escrow,False
DEAL-10324,PRP-10324,AGT-0020,AGT-0425,OFF-008,dual,closed,2024-06-26,2024-07-31,2024-08-30,,,210008.67,0.0456,0.7,6703.48,brokerage_lead,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-10325,PRP-10325,AGT-0063,AGT-0385,OFF-018,buyer,closed,2024-06-06,2024-06-14,2024-07-18,,,340969.87,0.0593,0.73,14760.24,open_house,Stewart Title,Bank of America,Chicago Title Escrow,False
DEAL-10326,PRP-10326,AGT-0471,AGT-0198,OFF-013,buyer,closed,2026-02-20,2026-04-25,2026-05-23,,,229082.97,0.0557,0.85,10845.93,referral,In-House Title,US Bank,Old Republic Escrow,False
DEAL-10327,PRP-10327,AGT-0251,AGT-0400,OFF-006,listing,closed,2024-06-30,2024-08-06,2024-09-01,,,332541.06,0.0496,0.73,12040.65,referral,Stewart Title,Chase,In-House Escrow,True
DEAL-10328,PRP-10328,AGT-0108,AGT-0303,OFF-024,dual,closed,2024-01-28,2024-02-25,2024-04-07,,,223633.41,0.0455,0.75,7631.49,brokerage_lead,Stewart Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-10329,PRP-10329,AGT-0282,AGT-0294,OFF-020,buyer,closed,2026-01-31,2026-03-04,2026-04-17,,,304638.14,0.0497,0.69,10446.96,social_media,First American Title,US Bank,Chicago Title Escrow,False
DEAL-10330,PRP-10330,AGT-0474,AGT-0205,OFF-007,listing,closed,2024-06-22,2024-09-18,2024-10-10,,,217306.14,0.0603,0.72,9434.56,zillow,Fidelity National,Cash / Unknown,Chicago Title Escrow,False
DEAL-10331,PRP-10331,AGT-0143,AGT-0488,OFF-024,buyer,closed,2024-01-29,2024-02-21,2024-04-08,,,260242.01,0.0523,0.69,9391.35,past_client,First American Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-10332,PRP-10332,AGT-0167,AGT-0252,OFF-012,listing,cancelled,2025-01-13,2025-03-27,,2025-04-22,Contract,,0.0527,0.66,,open_house,Fidelity National,Wells Fargo,Chicago Title Escrow,True
DEAL-10333,PRP-10333,AGT-0050,AGT-0334,OFF-015,dual,financing,2025-04-23,2025-06-19,,,,317829.61,0.0612,0.7,,brokerage_lead,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10334,PRP-10334,AGT-0052,AGT-0252,OFF-022,dual,closed,2024-05-08,2024-06-02,2024-06-16,,,461495.21,0.0463,0.63,13461.35,sign_call,In-House Title,Cash / Unknown,In-House Escrow,True
DEAL-10335,PRP-10335,AGT-0432,AGT-0132,OFF-014,dual,cancelled,2025-10-19,2026-01-13,,2026-03-19,Contract,,0.062,0.77,,past_client,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-10336,PRP-10336,AGT-0294,AGT-0304,OFF-013,dual,closed,2024-02-13,2024-02-21,2024-04-06,,,335232.61,0.0518,0.69,11981.88,past_client,In-House Title,Chase,In-House Escrow,False
