property_id,address,city,state,zip,latitude,longitude,type,beds,list_price
PRP-10804,8297 Andrew Plaza,Marietta,GA,31521,33.972,-84.6229,condo,3.0,279811
PRP-10805,0437 Lewis Landing Apt. 059,Sandy Springs,GA,31068,33.9114,-84.4316,single_family,3.0,260730
PRP-10806,96009 Solis Tunnel Suite 933,Charlotte,NC,27456,35.15,-80.792,single_family,4.0,372616
PRP-10807,07639 Sandra Garden,Decatur,GA,31962,33.6951,-84.3005,condo,3.0,374224
PRP-10808,8698 Tanya Loaf,Decatur,GA,30965,33.8124,-84.261,land,,88327
PRP-10809,5840 Janet Club,Sandy Springs,GA,30772,33.9408,-84.4016,single_family,5.0,233223
PRP-10810,1923 Trujillo Locks,Franklin,TN,37909,35.9068,-86.8594,single_family,1.0,322933
PRP-10811,5277 Ramsey Valleys Apt. 044,Marietta,GA,31083,33.9818,-84.5343,townhouse,2.0,201058
PRP-10812,942 English Field Apt. 318,Nashville,TN,38168,36.2245,-86.749,single_family,6.0,478505
PRP-10813,949 Glen Inlet,Charlotte,NC,27074,35.231,-80.7791,condo,6.0,298057
PRP-10814,2435 Andrade Ridge Suite 247,Franklin,TN,37169,35.9557,-86.8281,condo,6.0,195372
PRP-10815,440 Ruth Via,Charlotte,NC,28374,35.1581,-80.8,single_family,3.0,226581
PRP-10816,485 Edwards Radial,Brentwood,TN,37901,35.9927,-86.8616,condo,1.0,150000
PRP-10817,42379 Rodriguez Tunnel,Huntersville,NC,27234,35.4235,-80.8273,single_family,2.0,364937
PRP-10818,87257 Stephen Estates,Matthews,NC,27882,35.1498,-80.7836,single_family,6.0,201984
PRP-10819,068 Garcia Ridge,Atlanta,GA,31915,33.681,-84.4416,land,,305579
PRP-10820,259 Gates Tunnel,Brookhaven,GA,30383,33.7571,-84.2986,single_family,6.0,285435
PRP-10821,101 Allen Manors Suite 412,Matthews,NC,28398,35.0986,-80.801,single_family,1.0,208920
PRP-10822,259 Dawn Drives,Decatur,GA,31671,33.7916,-84.3092,townhouse,5.0,381039
PRP-10823,6777 Garcia Union,East Point,GA,31766,33.6013,-84.5096,single_family,4.0,389947
PRP-10824,3950 Cortez Stream Suite 352,East Point,GA,31284,33.7216,-84.509,townhouse,3.0,327837
PRP-10825,57429 Olson Port Apt. 642,Franklin,TN,37793,35.9416,-86.8349,townhouse,5.0,225057
PRP-10826,51612 Joshua Pine Suite 840,Brentwood,TN,38473,36.0635,-86.7125,single_family,3.0,585034
PRP-10827,9779 Hickman Plains Suite 080,East Point,GA,30331,33.6052,-84.4661,single_family,3.0,335595
PRP-10828,106 Monica Cliff,Brookhaven,GA,30481,33.7598,-84.3804,single_family,5.0,312126
PRP-10829,44078 Lee Stravenue Apt. 268,Brookhaven,GA,31414,33.8939,-84.3973,condo,3.0,258917
PRP-10830,85545 David Road,East Point,GA,30629,33.6052,-84.3679,single_family,1.0,321813
PRP-10831,00906 Timothy Shoals Apt. 808,Brentwood,TN,37194,36.0136,-86.7485,townhouse,3.0,233205
PRP-10832,0593 Williams Heights,Brookhaven,GA,31706,33.7642,-84.2867,single_family,5.0,386433
PRP-10833,36800 Petersen Groves Suite 033,Sandy Springs,GA,30365,34.0092,-84.4478,condo,2.0,264060
PRP-10834,258 Lewis Shoal Suite 076,Matthews,NC,28135,35.1656,-80.7604,single_family,1.0,150000
PRP-10835,5750 Newman Glens Apt. 049,Decatur,GA,31781,33.7765,-84.368,single_family,2.0,582082
PRP-10836,50216 Armstrong Orchard,Charlotte,NC,28229,35.2548,-80.8202,condo,1.0,330316
PRP-10837,11197 Davis Rapid Apt. 265,Matthews,NC,28432,35.1156,-80.768,townhouse,6.0,150000
PRP-10838,14804 Miller River,Nashville,TN,37384,36.1409,-86.7428,condo,2.0,187561
PRP-10839,6811 Phillips Rest,Charlotte,NC,27404,35.2441,-80.8865,townhouse,2.0,154666
PRP-10840,58793 Santos Island,Franklin,TN,38185,35.9037,-86.9204,land,,100756
PRP-10841,06761 David Brooks Suite 012,Tucker,GA,30007,33.9642,-84.2839,single_family,5.0,317272
PRP-10842,9036 Derrick Stravenue Apt. 813,Charlotte,NC,28268,35.2175,-80.8068,single_family,5.0,246808
PRP-10843,40234 Rowland Port,Tucker,GA,30514,33.8749,-84.1866,townhouse,3.0,253223
PRP-10844,896 Morales Turnpike Apt. 677,Decatur,GA,30133,33.8114,-84.2429,single_family,2.0,321392
PRP-10845,041 Oscar Lock Apt. 836,Franklin,TN,38434,35.9255,-86.7965,condo,5.0,175605
PRP-10846,3893 Anderson Springs,Nashville,TN,37557,36.1111,-86.7062,condo,6.0,369379
PRP-10847,1183 Fisher Manor Apt. 116,Decatur,GA,30809,33.8119,-84.3171,condo,6.0,190135
PRP-10848,0913 Thomas Neck,Matthews,NC,28072,35.1712,-80.7486,condo,4.0,249377
PRP-10849,5611 Kane Gardens Suite 577,Brentwood,TN,37241,36.068,-86.8132,single_family,4.0,246867
PRP-10850,21006 Morton Hill Apt. 484,Nashville,TN,38421,36.1335,-86.7708,condo,1.0,172739
PRP-10851,41270 Ashley Meadows,Huntersville,NC,27743,35.4503,-80.794,single_family,3.0,250275
PRP-10852,11305 Waller Court Suite 162,Franklin,TN,37483,35.8651,-86.9125,single_family,2.0,336819
PRP-10853,71616 Jose Well Suite 679,Tucker,GA,30307,33.8892,-84.2172,townhouse,6.0,357140
PRP-10854,2822 Lauren Trail,Franklin,TN,37566,35.8916,-86.8326,single_family,5.0,426305
PRP-10855,256 Reyes Crossing Suite 033,Brookhaven,GA,30483,33.8206,-84.2578,condo,5.0,590730
PRP-10856,23673 Matthew Shores Suite 005,Nashville,TN,37526,36.1575,-86.8012,single_family,5.0,432785
PRP-10857,72231 Matthew Mountains,Charlotte,NC,27234,35.2233,-80.8249,single_family,6.0,242584
PRP-10858,52179 Kathryn Curve,Franklin,TN,37879,35.8663,-86.9424,single_family,5.0,295460
PRP-10859,83965 Reese Stream,Tucker,GA,30459,33.8387,-84.226,townhouse,5.0,322783
PRP-10860,98971 Juan Mission,Tucker,GA,30928,33.9266,-84.1804,condo,2.0,424740
PRP-10861,397 Tyler Stravenue Apt. 977,Franklin,TN,37025,35.8727,-86.9092,condo,6.0,301356
PRP-10862,253 Christina Junction Suite 516,Brookhaven,GA,31459,33.903,-84.3447,condo,1.0,342872
PRP-10863,051 Jeffrey Forks Apt. 859,Charlotte,NC,28099,35.2336,-80.846,single_family,2.0,474527
PRP-10864,36026 Lynch Trace Suite 180,Tucker,GA,30037,33.8404,-84.1356,condo,6.0,363096
PRP-10865,8225 Anthony Hill,Brookhaven,GA,31424,33.8987,-84.3438,land,,175568
PRP-10866,58913 Christopher Ville,Atlanta,GA,30250,33.8202,-84.4428,condo,2.0,390189
PRP-10867,783 Lawson Gateway,Huntersville,NC,27115,35.3574,-80.8902,single_family,3.0,174656
PRP-10868,5472 Rodriguez Track,Brookhaven,GA,30552,33.8844,-84.3112,single_family,5.0,278161
PRP-10869,86906 Kevin Burgs Suite 003,Huntersville,NC,28236,35.4382,-80.8064,townhouse,3.0,482411
PRP-10870,74952 Lee Greens,Huntersville,NC,28035,35.3787,-80.867,single_family,4.0,156341
PRP-10871,64703 Morgan Drive,Marietta,GA,30642,33.9272,-84.5409,townhouse,4.0,368871
PRP-10872,42203 Monica Inlet,Franklin,TN,38534,35.8699,-86.7949,single_family,3.0,154705
PRP-10873,45252 Salinas Locks Suite 154,Brookhaven,GA,30187,33.7942,-84.3334,single_family,3.0,560329
PRP-10874,2023 Janet Loaf Suite 478,Matthews,NC,27145,35.0885,-80.7025,single_family,6.0,177489
PRP-10875,8682 Smith Cliffs,Franklin,TN,37289,35.8653,-86.933,single_family,2.0,210161
PRP-10876,7436 Neal Land Suite 436,Marietta,GA,30833,33.9173,-84.5327,single_family,5.0,203396
PRP-10877,48219 Chavez Lane Apt. 102,East Point,GA,31065,33.7164,-84.4117,townhouse,5.0,373317
PRP-10878,33107 Garrett Rest Apt. 543,Nashville,TN,38302,36.1468,-86.7471,townhouse,1.0,332077
PRP-10879,374 Dawn Mews Apt. 406,Matthews,NC,27384,35.0523,-80.7361,single_family,3.0,219333
PRP-10880,08898 Katherine Place Suite 961,Franklin,TN,37093,35.8702,-86.8663,single_family,5.0,334884
PRP-10881,115 Daniel Cliffs,East Point,GA,30246,33.695,-84.4079,condo,3.0,307981
PRP-10882,86140 Gray Plain Apt. 262,Nashville,TN,38436,36.2362,-86.7438,single_family,6.0,322763
PRP-10883,1301 Melanie Radial,Marietta,GA,30908,33.9576,-84.5934,single_family,2.0,336635
PRP-10884,653 Mason Tunnel,Franklin,TN,37693,35.9017,-86.8361,single_family,1.0,306395
PRP-10885,4167 Lawson Loaf Suite 461,Nashville,TN,37986,36.1575,-86.7165,condo,6.0,498398
PRP-10886,0149 Pierce Locks Suite 969,Huntersville,NC,27478,35.4089,-80.8805,single_family,6.0,358938
PRP-10887,9475 Gillespie Streets,Marietta,GA,31034,33.8946,-84.4919,condo,1.0,242230
PRP-10888,33426 Ayers Land Apt. 348,Matthews,NC,28767,35.0464,-80.6528,townhouse,6.0,297402
PRP-10889,62430 Gould Points,Brookhaven,GA,30268,33.8115,-84.3417,single_family,2.0,269568
PRP-10890,8248 Kara Pass,Marietta,GA,31252,33.9983,-84.6059,single_family,6.0,376783
PRP-10891,0614 Harris Ports Apt. 432,Decatur,GA,31879,33.7815,-84.2304,land,,340347
PRP-10892,9953 Brenda Isle Apt. 773,East Point,GA,30409,33.7007,-84.4902,condo,5.0,219852
PRP-10893,7460 Gallagher Route Suite 298,East Point,GA,30587,33.7077,-84.5096,single_family,5.0,233700
PRP-10894,3444 Ball Trail,Atlanta,GA,31163,33.7683,-84.4284,single_family,5.0,324881
PRP-10895,33894 Jones Plaza Apt. 338,Matthews,NC,27278,35.0392,-80.6642,single_family,3.0,181740
PRP-10896,698 Thomas Shores Apt. 486,Charlotte,NC,28326,35.1811,-80.8046,single_family,2.0,228807
PRP-10897,3545 Kimberly Spur,Marietta,GA,30032,33.9597,-84.4772,townhouse,2.0,271248
PRP-10898,23692 Sarah Turnpike,Decatur,GA,31936,33.7151,-84.2972,condo,2.0,938901
PRP-10899,65037 Heather Highway,Brookhaven,GA,31339,33.848,-84.3161,townhouse,4.0,223673
PRP-10900,71678 Michael Walk Apt. 875,Sandy Springs,GA,30557,33.9417,-84.4407,condo,4.0,420441
PRP-10901,18424 Galloway Ports,Marietta,GA,31003,34.0243,-84.5836,single_family,5.0,396105
PRP-10902,13265 Jimmy Drive,East Point,GA,30440,33.6714,-84.4893,single_family,3.0,320786
PRP-10903,63448 Matthew Corners Apt. 568,Sandy Springs,GA,30801,33.9251,-84.3949,single_family,1.0,205365
PRP-10904,6159 Johnson Lodge,Atlanta,GA,30730,33.6912,-84.3734,single_family,2.0,441613
PRP-10905,105 Cunningham Dam,Charlotte,NC,28795,35.1485,-80.782,single_family,3.0,408265
PRP-10906,076 Williams Road Apt. 265,Brentwood,TN,37230,35.9901,-86.8155,townhouse,6.0,351727
PRP-10907,084 Lee Crossing,Huntersville,NC,28681,35.3824,-80.8129,townhouse,5.0,410721
PRP-10908,16745 Gordon Mountain Suite 969,Nashville,TN,38383,36.139,-86.7418,single_family,6.0,685140
PRP-10909,123 Brad Route,Matthews,NC,27377,35.1415,-80.7311,condo,1.0,281996
PRP-10910,117 Jennifer Knolls,Decatur,GA,30613,33.8204,-84.2516,single_family,6.0,268429
PRP-10911,355 Thornton Roads Apt. 362,Brentwood,TN,37763,36.0751,-86.8131,single_family,4.0,273180
PRP-10912,352 Chan Branch Suite 011,East Point,GA,30393,33.7168,-84.442,single_family,5.0,214911
PRP-10913,739 Regina Hollow Apt. 647,Franklin,TN,37202,35.9789,-86.8587,single_family,2.0,150000
PRP-10914,59899 Trevor Spur Apt. 554,Huntersville,NC,27956,35.3519,-80.9149,single_family,1.0,150000
PRP-10915,8693 Daniel Field Apt. 977,Tucker,GA,30777,33.9635,-84.2507,single_family,1.0,239199
PRP-10916,05558 Charles Shores Suite 863,Marietta,GA,31648,33.9738,-84.5162,single_family,6.0,448262
PRP-10917,99304 Mcmahon Court Suite 696,Atlanta,GA,30777,33.7934,-84.4449,single_family,4.0,339934
PRP-10918,2999 Spence Row Apt. 753,Huntersville,NC,28472,35.3399,-80.8701,land,,369629
PRP-10919,15154 Kayla Glens Suite 271,Brookhaven,GA,31389,33.8843,-84.3897,single_family,6.0,456862
PRP-10920,3753 Thompson Center Apt. 733,Charlotte,NC,27042,35.2117,-80.9036,single_family,6.0,225449
PRP-10921,0126 Matthew Highway,Nashville,TN,37079,36.1982,-86.8212,single_family,1.0,365599
PRP-10922,27562 Gilbert Alley,East Point,GA,31271,33.6704,-84.4322,single_family,4.0,198062
PRP-10923,8019 Carter Burg,Brentwood,TN,37108,35.9759,-86.7259,single_family,5.0,217763
PRP-10924,19040 Cody Court Apt. 419,Matthews,NC,27458,35.0516,-80.7136,single_family,4.0,281146
PRP-10925,417 Reynolds Rapid,Marietta,GA,30625,33.955,-84.496,single_family,6.0,316022
PRP-10926,5752 Castillo Field,Huntersville,NC,28527,35.4908,-80.8544,single_family,3.0,473954
PRP-10927,02933 Brandon Pike,Nashville,TN,38384,36.1321,-86.7667,condo,6.0,427634
PRP-10928,757 Alexa Island Suite 769,Matthews,NC,27490,35.1367,-80.6597,townhouse,4.0,240505
PRP-10929,0287 Barbara Summit,Brentwood,TN,37717,36.1063,-86.7705,single_family,6.0,332386
PRP-10930,9151 Ross Fort,Marietta,GA,30610,34.0243,-84.5602,townhouse,1.0,275989
PRP-10931,0384 Miller Motorway Apt. 436,Brookhaven,GA,30534,33.8076,-84.2452,single_family,4.0,344116
PRP-10932,0956 Shaw Ridges Suite 827,Sandy Springs,GA,30584,33.9018,-84.3936,single_family,3.0,197332
PRP-10933,9097 Victor Fall Apt. 565,Brookhaven,GA,30142,33.8887,-84.353,condo,1.0,234560
PRP-10934,832 Carter Plain Suite 729,Tucker,GA,31421,33.8303,-84.2872,single_family,5.0,308131
PRP-10935,357 Rhodes Turnpike,Tucker,GA,31407,33.9258,-84.137,single_family,3.0,200302
PRP-10936,428 Hunt Mountains,East Point,GA,30152,33.6647,-84.358,single_family,4.0,267146
PRP-10937,960 Jessica Ferry,Brookhaven,GA,30272,33.8453,-84.2893,single_family,1.0,159703
PRP-10938,251 Betty Village Suite 184,Matthews,NC,27899,35.159,-80.6667,single_family,4.0,371536
PRP-10939,174 Sarah Springs Apt. 678,Sandy Springs,GA,30403,33.9679,-84.2975,single_family,3.0,232982
PRP-10940,874 Ryan Oval Suite 524,Nashville,TN,37234,36.1122,-86.8379,multi_family,6.0,915326
PRP-10941,0382 Michael Spurs,Sandy Springs,GA,31954,33.9474,-84.4073,condo,3.0,397529
PRP-10942,1732 Castillo Trace Apt. 399,Nashville,TN,38200,36.1214,-86.8005,land,,283449
PRP-10943,7795 King Pike Apt. 949,Matthews,NC,28539,35.1794,-80.6694,single_family,6.0,252612
PRP-10944,433 Howard Mountain,Marietta,GA,30492,33.8998,-84.6167,single_family,6.0,283099
PRP-10945,21742 Jonathan Ports,Brentwood,TN,38566,36.0847,-86.721,condo,2.0,394908
PRP-10946,1252 Espinoza Mews Suite 177,Sandy Springs,GA,31022,34.0036,-84.3896,townhouse,1.0,626412
PRP-10947,07830 Christopher Brook,Atlanta,GA,31123,33.7427,-84.4591,land,,147903
PRP-10948,6548 Stephen Walk,Brookhaven,GA,31363,33.9094,-84.278,condo,4.0,256894
PRP-10949,0576 Cynthia Fork,Huntersville,NC,28646,35.3735,-80.8827,multi_family,5.0,1197545
PRP-10950,9315 Clay Cliff,Sandy Springs,GA,30673,33.999,-84.3985,townhouse,2.0,281576
PRP-10951,35437 Ball Neck Apt. 417,East Point,GA,31860,33.621,-84.4009,single_family,1.0,150000
PRP-10952,912 Phillips Centers,Franklin,TN,38484,35.9303,-86.825,condo,1.0,300592
PRP-10953,56230 Karl Tunnel,Franklin,TN,38000,35.875,-86.8154,single_family,6.0,265450
PRP-10954,84526 Smith Roads Suite 485,Brentwood,TN,37525,36.1068,-86.7488,multi_family,3.0,740288
PRP-10955,195 Young Fort,Brookhaven,GA,31671,33.8169,-84.3511,single_family,1.0,275843
PRP-10956,347 Ramirez Villages Suite 495,Huntersville,NC,27037,35.4685,-80.802,single_family,5.0,261987
PRP-10957,8429 Walker Extensions Suite 704,Matthews,NC,27138,35.1273,-80.6507,condo,4.0,270216
PRP-10958,621 Alexander Junction Suite 288,Franklin,TN,37762,36.0044,-86.9311,single_family,5.0,203513
PRP-10959,465 Patterson Garden Suite 703,Tucker,GA,31169,33.8523,-84.1519,single_family,1.0,437859
PRP-10960,42317 Powell Ford Suite 635,Tucker,GA,30604,33.8476,-84.2559,single_family,3.0,287499
PRP-10961,34894 Deleon River,Huntersville,NC,27708,35.3423,-80.9173,single_family,6.0,391971
PRP-10962,5433 Roberson Shores,Sandy Springs,GA,30103,33.9013,-84.3321,single_family,6.0,295091
PRP-10963,06228 Anthony Ways,Tucker,GA,30880,33.8999,-84.2865,single_family,3.0,413806
PRP-10964,375 Burgess Cliffs,Tucker,GA,31387,33.9428,-84.2364,single_family,6.0,325021
PRP-10965,68831 Nguyen Village Apt. 007,Charlotte,NC,28349,35.2532,-80.799,single_family,2.0,320484
PRP-10966,641 Griffith Grove Suite 958,East Point,GA,30619,33.6368,-84.3665,single_family,2.0,580707
PRP-10967,39100 Oscar Pike,Tucker,GA,31105,33.9214,-84.285,multi_family,6.0,446496
PRP-10968,993 Parker Loop Apt. 646,Franklin,TN,37493,35.9821,-86.9288,single_family,6.0,181484
PRP-10969,6939 Kelley Passage Suite 134,Brookhaven,GA,30109,33.7732,-84.3978,townhouse,3.0,300764
PRP-10970,000 Joel Crossroad Apt. 246,Nashville,TN,38221,36.2198,-86.7832,single_family,1.0,337607
PRP-10971,625 Amy Isle,Decatur,GA,31403,33.7098,-84.2143,townhouse,3.0,438037
PRP-10972,71734 Kathy Wall Apt. 498,Brookhaven,GA,31608,33.9082,-84.2515,single_family,1.0,345332
PRP-10973,46199 Stanton Branch Suite 336,Charlotte,NC,28080,35.2319,-80.7854,single_family,2.0,299587
PRP-10974,01041 Bradshaw Mission Apt. 148,Charlotte,NC,27577,35.2571,-80.817,single_family,1.0,197772
PRP-10975,602 Gomez Forest,Franklin,TN,37365,35.943,-86.8668,condo,3.0,215517
PRP-10976,65993 Erica Road,Atlanta,GA,30974,33.7758,-84.3968,single_family,1.0,305212
PRP-10977,28226 Mary Freeway Suite 905,Nashville,TN,37663,36.1631,-86.7093,condo,5.0,278366
PRP-10978,552 Matthew Well,Decatur,GA,31930,33.7031,-84.258,single_family,6.0,340485
PRP-10979,6307 Kevin Knolls Suite 907,Franklin,TN,38000,35.9197,-86.8666,condo,4.0,271741
PRP-10980,57088 Calderon Walk Apt. 106,Decatur,GA,30993,33.7608,-84.3545,single_family,4.0,169653
PRP-10981,9843 Perez Gateway,East Point,GA,31637,33.7395,-84.3869,single_family,5.0,230965
PRP-10982,349 Sanchez Manors,Matthews,NC,28141,35.1738,-80.7554,single_family,1.0,398258
PRP-10983,9541 Ernest Squares Suite 475,East Point,GA,30211,33.6087,-84.4425,single_family,3.0,226394
PRP-10984,36142 Johns Pine Apt. 389,Brentwood,TN,37240,36.0518,-86.8157,condo,6.0,629609
PRP-10985,89351 Karen Passage Apt. 975,Sandy Springs,GA,31504,33.9906,-84.3683,townhouse,6.0,244731
PRP-10986,10692 Stacey Island,Charlotte,NC,27657,35.3022,-80.7832,single_family,1.0,359193
PRP-10987,90252 Rivera Viaduct,East Point,GA,30143,33.6744,-84.3815,single_family,4.0,291065
PRP-10988,20094 Jon Union,Matthews,NC,27388,35.041,-80.673,condo,4.0,262823
PRP-10989,389 Christopher Drive,Matthews,NC,27362,35.1523,-80.7815,single_family,5.0,531295
PRP-10990,2803 John Neck Suite 262,Huntersville,NC,27444,35.4486,-80.8281,single_family,1.0,236430
PRP-10991,52763 Brown Stream Suite 025,Tucker,GA,30251,33.8639,-84.1384,single_family,2.0,230312
PRP-10992,3899 Raven Station Apt. 311,East Point,GA,31318,33.6146,-84.4148,single_family,6.0,268264
PRP-10993,9675 Maria Locks,Sandy Springs,GA,30159,33.9176,-84.4262,single_family,1.0,311033
PRP-10994,0902 Rebekah Spurs,Decatur,GA,31410,33.7572,-84.2512,land,,153765
PRP-10995,84824 Roberto Fort Apt. 395,Sandy Springs,GA,31211,33.9569,-84.3154,single_family,6.0,206420
PRP-10996,5196 Jenny Canyon Suite 429,Atlanta,GA,30461,33.7527,-84.3691,single_family,3.0,229497
PRP-10997,406 Amy Walks,Franklin,TN,38516,35.9807,-86.7975,condo,3.0,315267
PRP-10998,2656 Love Glen,Charlotte,NC,27801,35.1768,-80.8905,single_family,2.0,280013
PRP-10999,832 Hughes Rue,East Point,GA,31343,33.7262,-84.4163,land,,214052
PRP-11000,927 Morgan Parkways,Nashville,TN,37869,36.1745,-86.8236,townhouse,3.0,305171
PRP-11001,89851 Lisa Ridge,Brookhaven,GA,30547,33.793,-84.3746,single_family,1.0,265195
PRP-11002,4297 Andrew Inlet Apt. 924,Brentwood,TN,37017,35.987,-86.8124,single_family,1.0,241907
PRP-11003,64729 Moran Stream Apt. 885,East Point,GA,31225,33.6318,-84.4925,condo,4.0,561524
PRP-11004,8269 Samuel Park,Brookhaven,GA,30591,33.7771,-84.3405,single_family,6.0,341973
PRP-11005,53223 Brown Heights,Charlotte,NC,27752,35.1473,-80.8145,single_family,3.0,438216
PRP-11006,45178 Michelle Spring,Charlotte,NC,27020,35.2244,-80.8903,single_family,2.0,329277
PRP-11007,419 Mary Dale Suite 402,Matthews,NC,27125,35.1895,-80.7288,multi_family,4.0,914697
PRP-11008,01756 Charles Village Apt. 813,Huntersville,NC,28816,35.4848,-80.8815,townhouse,6.0,323190
PRP-11009,566 Bernard Road Suite 956,Brentwood,TN,37771,36.0694,-86.7412,townhouse,1.0,347010
PRP-11010,4959 Jorge Inlet Suite 479,Marietta,GA,30707,33.9491,-84.533,multi_family,2.0,433867
PRP-11011,00384 Angelica Turnpike Apt. 752,Marietta,GA,30468,33.9371,-84.596,condo,3.0,353270
PRP-11012,633 Jennifer Locks Suite 772,Matthews,NC,28551,35.1554,-80.7228,single_family,1.0,416491
PRP-11013,1127 Glass Wells,Decatur,GA,31414,33.7821,-84.287,land,,237215
PRP-11014,91967 Guy Mountains Suite 473,Brentwood,TN,38028,35.9681,-86.757,single_family,6.0,204400
PRP-11015,74210 Elizabeth Dam Suite 991,Marietta,GA,30104,33.9773,-84.6274,single_family,4.0,340718
PRP-11016,13157 Jessica Roads Suite 924,Matthews,NC,27519,35.062,-80.7997,single_family,3.0,254339
PRP-11017,91281 Moore Courts,Matthews,NC,28445,35.1567,-80.7654,single_family,5.0,308903
PRP-11018,420 Neal Tunnel,Huntersville,NC,27017,35.4568,-80.9086,multi_family,2.0,901150
PRP-11019,58452 Johnson Track Apt. 740,Atlanta,GA,31937,33.8207,-84.4457,single_family,2.0,233809
PRP-11020,3021 Ross Point Apt. 851,Decatur,GA,30884,33.8394,-84.2897,single_family,5.0,248826
PRP-11021,182 Collins Summit Suite 950,Charlotte,NC,28666,35.2581,-80.8055,single_family,6.0,248821
PRP-11022,97146 Mathews Alley Suite 989,East Point,GA,31415,33.7429,-84.3806,single_family,5.0,287033
PRP-11023,021 Lisa Heights,Franklin,TN,38064,35.8556,-86.9304,single_family,6.0,257722
PRP-11024,958 Ferguson Ramp Suite 533,Brentwood,TN,38090,35.9957,-86.7129,single_family,5.0,294774
PRP-11025,075 Hurley Road Suite 096,East Point,GA,30376,33.7526,-84.4493,single_family,5.0,203152
PRP-11026,04466 Davila Path Suite 241,Brentwood,TN,37406,36.0047,-86.8297,single_family,2.0,322749
PRP-11027,65613 Paige Flat,Tucker,GA,31481,33.8886,-84.2054,single_family,1.0,413144
PRP-11028,65206 Reed Freeway Apt. 931,Marietta,GA,30287,33.9247,-84.5277,single_family,1.0,191703
PRP-11029,431 Norma Forks Suite 486,Matthews,NC,28307,35.1512,-80.7585,townhouse,4.0,282843
PRP-11030,4462 Donna Turnpike Suite 245,Sandy Springs,GA,31728,33.8867,-84.4162,single_family,4.0,167716
PRP-11031,21440 Jennifer Pass,Sandy Springs,GA,31441,33.8758,-84.3266,single_family,1.0,279337
PRP-11032,1488 Jessica Brooks,Matthews,NC,27700,35.1569,-80.7136,townhouse,5.0,246755
PRP-11033,0808 Brandon Station Apt. 527,Tucker,GA,31421,33.8588,-84.215,single_family,2.0,491029
PRP-11034,97289 Robert Underpass Apt. 887,Brookhaven,GA,31286,33.8806,-84.3089,single_family,4.0,248468
PRP-11035,673 Alex Square Apt. 288,Charlotte,NC,28143,35.2096,-80.7979,single_family,4.0,424504
PRP-11036,5116 Stevenson Estates,Matthews,NC,28905,35.0372,-80.6954,condo,6.0,453920
PRP-11037,478 Natasha Stream,Matthews,NC,28717,35.0839,-80.6825,single_family,5.0,338726
PRP-11038,35665 Matthew Courts,Brookhaven,GA,31174,33.835,-84.3895,multi_family,6.0,900725
PRP-11039,951 John Grove Apt. 053,Huntersville,NC,27486,35.4177,-80.8087,single_family,1.0,293315
PRP-11040,7185 James Mission Apt. 284,Atlanta,GA,30207,33.7076,-84.3248,single_family,3.0,353410
PRP-11041,880 Castillo Pines,Marietta,GA,31845,33.8741,-84.5267,single_family,2.0,283408
PRP-11042,79236 Randall Greens,Marietta,GA,30671,33.94,-84.6139,single_family,3.0,158662
PRP-11043,0241 Wang Mill Suite 925,Sandy Springs,GA,31605,34.0096,-84.3015,single_family,6.0,226246
PRP-11044,07541 Marissa Rest,Brookhaven,GA,31318,33.8812,-84.2661,condo,2.0,220342
PRP-11045,73539 Adams Road Apt. 219,Tucker,GA,30168,33.9501,-84.233,condo,1.0,791053
PRP-11046,5861 Valencia Glens Suite 129,Tucker,GA,30335,33.9266,-84.2726,single_family,4.0,221328
PRP-11047,60023 Wendy Cliffs Apt. 140,Tucker,GA,30191,33.8445,-84.2144,single_family,2.0,308661
PRP-11048,08367 Joshua Route Apt. 094,Nashville,TN,38407,36.1062,-86.7954,multi_family,3.0,1131907
PRP-11049,337 Jennifer Underpass,Tucker,GA,31813,33.8716,-84.2067,single_family,5.0,252189
PRP-11050,38280 Carpenter Summit,Sandy Springs,GA,30637,33.9657,-84.3273,single_family,2.0,619453
PRP-11051,56129 Jennifer Wall,Brentwood,TN,37010,36.0646,-86.8612,condo,5.0,177671
PRP-11052,75451 Stephanie Neck Apt. 419,Decatur,GA,30507,33.7155,-84.2381,townhouse,1.0,271246
PRP-11053,858 Lopez Mission,Franklin,TN,37714,35.9899,-86.8542,townhouse,5.0,388496
PRP-11054,39179 Nicholas Crest,Franklin,TN,38318,35.9591,-86.8364,condo,1.0,313240
PRP-11055,298 Matthew Park,Charlotte,NC,27680,35.269,-80.8857,single_family,1.0,228027
PRP-11056,0835 Jerome Extensions,Brentwood,TN,38435,36.0997,-86.8591,multi_family,5.0,430584
PRP-11057,1627 Reed Village,Marietta,GA,31148,33.8829,-84.4808,single_family,1.0,152865
PRP-11058,7778 Ryan Wall,Sandy Springs,GA,30572,33.9883,-84.3895,townhouse,6.0,181860
PRP-11059,5553 Orozco Underpass,Decatur,GA,31306,33.828,-84.2529,townhouse,4.0,223289
PRP-11060,0273 Walters Freeway Apt. 066,Huntersville,NC,27624,35.4686,-80.794,townhouse,4.0,384403
PRP-11061,5277 Vanessa Loaf Apt. 319,Nashville,TN,37885,36.1251,-86.8459,single_family,6.0,893686
PRP-11062,594 Robert Fords,Brookhaven,GA,30340,33.842,-84.3585,single_family,5.0,170372
PRP-11063,547 Reyes Wells,Brentwood,TN,38373,36.0328,-86.7142,single_family,1.0,351704
